Caption,Category
Free rabies vaccination for street dogs in Pokhara this weekend #8931,Vaccination
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
Injured stray dog spotted near Biratnagar. Immediate assistance needed!,Help
Looking to adopt a 2-month-old vaccinated kitten #1329,Adoption
Local butcher illegally killed a street dog. Action needed! #4042,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4566,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Biratnagar!,Illegal Activities
Looking to adopt a cute Persian? Meet Simba at Bhaktapur.,Adoption
Puppy crying in pain at Kathmandu. Please help!,Help
Friendly Beagle named Charlie available for adoption in Itahari.,Adoption
"Meet Max, a lovable Pug looking for a forever home in Biratnagar.",Adoption
Local butcher illegally killed a street dog. Action needed! #1754,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #47,Vaccination
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
"Adopshun needed 4 lil pup, very friendly!",Adoption
Report: Suspected poisoning of stray animals in Lalitpur. Authorities notified.,Illegal Activities
Urgent help needed for injured stray puppy #6832,Help
Local butcher illegally killed a street dog. Action needed! #6898,Illegal Activities
Friendly German Shepherd named Coco available for adoption in Pokhara.,Adoption
Free rabies vaccination drive for stray animals at Bhaktapur on Tuesday.,Vaccination
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Join us for a community pet vaccination event in Butwal.,Vaccination
Cruel treatment of animals reported near Biratnagar. Raise your voice!,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Biratnagar!,Illegal Activities
Urgent help needed for injured stray puppy #8844,Help
Local butcher illegally killed a street dog. Action needed! #6406,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #8450,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #8037,Adoption
Vaccination campaign for street dogs happening at Pokhara on this weekend.,Vaccination
Join us for a community pet vaccination event in Bhaktapur.,Vaccination
Wounded animal lying on the road at Pokhara. Volunteers needed urgently!,Help
Abandoned kitten found in Kathmandu. Looking for a foster home.,Help
Adopt Luna and give them the loving family they deserve.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #517,Adoption
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Adopt Max and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed! #1870,Illegal Activities
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Cat already vaccinated but needs checkup again,Vaccination
Urgent help needed for injured stray puppy #2500,Help
Looking to adopt a 2-month-old vaccinated kitten #3057,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9921,Adoption
Urgent help needed for injured stray puppy #6140,Help
Looking to adopt a 2-month-old vaccinated kitten #773,Adoption
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Free rabies vaccination drive for stray animals at Bhaktapur on July 15th.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #4571,Vaccination
Local butcher illegally killed a street dog. Action needed! #7030,Illegal Activities
Cat available 4 adoption after rescue n treatment,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4215,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5997,Adoption
Cruel treatment of animals reported near Pokhara. Raise your voice!,Illegal Activities
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Local butcher illegally killed a street dog. Action needed! #1182,Illegal Activities
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
"Meet Coco, a lovable Stray looking for a forever home in Bhaktapur.",Adoption
Urgent help needed for injured stray puppy #736,Help
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Local butcher illegally killed a street dog. Action needed! #5990,Illegal Activities
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Local butcher illegally killed a street dog. Action needed! #2258,Illegal Activities
Urgent help needed for injured stray puppy #8544,Help
Wounded animal lying on the road at Bhaktapur. Volunteers needed urgently!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1435,Vaccination
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #4291,Vaccination
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2275,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1889,Adoption
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6377,Adoption
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
"Meet Simba, a lovable Beagle looking for a forever home in Bhaktapur.",Adoption
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Urgent help needed for injured stray puppy #2232,Help
Local butcher illegally killed a street dog. Action needed! #3070,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6905,Adoption
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Adopt Coco and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed! #4686,Illegal Activities
Report: Suspected poisoning of stray animals in Bhaktapur. Authorities notified.,Illegal Activities
Vaccination campaign for street dogs happening at Kathmandu on Tuesday.,Vaccination
Puppy crying in pain at Itahari. Please help!,Help
Looking to adopt a 2-month-old vaccinated kitten #7153,Adoption
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Abandoned kitten found in Biratnagar. Looking for a foster home.,Help
Looking to adopt a 2-month-old vaccinated kitten #4089,Adoption
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Vaccination campaign for street dogs happening at Kathmandu on Tuesday.,Vaccination
Report: Suspected poisoning of stray animals in Butwal. Authorities notified.,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8211,Vaccination
Urgent help needed for injured stray puppy #1824,Help
Looking to adopt a 2-month-old vaccinated kitten #9393,Adoption
Injured stray dog spotted near Itahari. Immediate assistance needed!,Help
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Local butcher illegally killed a street dog. Action needed! #7630,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #1483,Vaccination
Local butcher illegally killed a street dog. Action needed in Butwal!,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3279,Vaccination
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4473,Adoption
Cruel treatment of animals reported near Butwal. Raise your voice!,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #759,Vaccination
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
Join us for a community pet vaccination event in Dharan.,Vaccination
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Looking to adopt a cute Persian? Meet Max at Pokhara.,Adoption
Vaccination campaign for street dogs happening at Pokhara on August 1st.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5587,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6749,Adoption
Local butcher illegally killed a street dog. Action needed! #142,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2089,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6531,Vaccination
Urgent help needed for injured stray puppy #8052,Help
Urgent help needed for injured stray puppy #1280,Help
Animal abuse recorded on street cam 🚨,Illegal Activities
Free rabies vaccination drive for stray animals at Bhaktapur on August 1st.,Vaccination
"Meet Luna, a lovable German Shepherd looking for a forever home in Bhaktapur.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9655,Vaccination
Friendly Beagle named Coco available for adoption in Lalitpur.,Adoption
Vaccination campaign for street dogs happening at Kathmandu on Tuesday.,Vaccination
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Urgent help needed for injured stray puppy #4916,Help
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Join us for a community pet vaccination event in Lalitpur.,Vaccination
Local butcher illegally killed a street dog. Action needed! #6462,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8631,Vaccination
Doggo is injurd n crying pls adop if u can 🐶💔,Help
"Adopshun needed 4 lil pup, very friendly!",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8663,Vaccination
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Free rabies vaccination drive for stray animals at Kathmandu on Monday.,Vaccination
Local butcher illegally killed a street dog. Action needed in Kathmandu!,Illegal Activities
"Meet Luna, a lovable Stray looking for a forever home in Butwal.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6955,Vaccination
Cruel treatment of animals reported near Bhaktapur. Raise your voice!,Illegal Activities
Injured stray dog spotted near Lalitpur. Immediate assistance needed!,Help
"Meet Charlie, a lovable Beagle looking for a forever home in Butwal.",Adoption
Abandoned kitten found in Itahari. Looking for a foster home.,Help
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Urgent help needed for injured stray puppy #9056,Help
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #9877,Adoption
Animal abuse recorded on street cam 🚨,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Animal abuse recorded on street cam 🚨,Illegal Activities
Wounded animal lying on the road at Biratnagar. Volunteers needed urgently!,Help
Adopt Charlie and give them the loving family they deserve.,Adoption
Illegal dog fighting ring uncovered in Itahari. Investigation ongoing.,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #749,Adoption
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #8739,Vaccination
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Looking to adopt a cute Persian? Meet Max at Butwal.,Adoption
Local butcher illegally killed a street dog. Action needed! #634,Illegal Activities
Friendly Beagle named Max available for adoption in Pokhara.,Adoption
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Local butcher illegally killed a street dog. Action needed! #1234,Illegal Activities
Protect our strays: vaccination camp at Lalitpur this Monday.,Vaccination
Puppy crying in pain at Kathmandu. Please help!,Help
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
"Adopshun needed 4 lil pup, very friendly!",Adoption
Urgent help needed for injured stray puppy #4308,Help
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Urgent help needed for injured stray puppy #6052,Help
Urgent help needed for injured stray puppy #4828,Help
Illegal dog fighting ring uncovered in Itahari. Investigation ongoing.,Illegal Activities
Cat available 4 adoption after rescue n treatment,Adoption
Protect our strays: vaccination camp at Pokhara this Tuesday.,Vaccination
Urgent help needed for injured stray puppy #900,Help
Vaccination campaign for street dogs happening at Lalitpur on August 1st.,Vaccination
Looking to adopt a cute Stray? Meet Luna at Bhaktapur.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8677,Adoption
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
Friendly Stray named Simba available for adoption in Lalitpur.,Adoption
Friendly Beagle named Max available for adoption in Pokhara.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #837,Adoption
Cruel treatment of animals reported near Bhaktapur. Raise your voice!,Illegal Activities
Free rabies vaccination drive for stray animals at Biratnagar on August 1st.,Vaccination
Injured stray dog spotted near Itahari. Immediate assistance needed!,Help
Local butcher illegally killed a street dog. Action needed! #4818,Illegal Activities
Urgent help needed for injured stray puppy #8428,Help
Wounded animal lying on the road at Kathmandu. Volunteers needed urgently!,Help
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Free rabies vaccination drive for stray animals at Itahari on July 15th.,Vaccination
Animal abuse recorded on street cam 🚨,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9686,Illegal Activities
Adopt Coco and give them the loving family they deserve.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2411,Vaccination
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
"Meet Charlie, a lovable Persian looking for a forever home in Kathmandu.",Adoption
Protect our strays: vaccination camp at Bhaktapur this Tuesday.,Vaccination
Puppy crying in pain at Itahari. Please help!,Help
Wounded animal lying on the road at Butwal. Volunteers needed urgently!,Help
Urgent help needed for injured stray puppy #340,Help
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Puppy crying in pain at Lalitpur. Please help!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4083,Vaccination
Vaccination campaign for street dogs happening at Itahari on July 15th.,Vaccination
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
Protect our strays: vaccination camp at Lalitpur this Tuesday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7563,Vaccination
Local butcher illegally killed a street dog. Action needed in Bhaktapur!,Illegal Activities
Urgent help needed for injured stray puppy #2168,Help
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Urgent help needed for injured stray puppy #3564,Help
Looking to adopt a 2-month-old vaccinated kitten #7073,Adoption
Adopt Bella and give them the loving family they deserve.,Adoption
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Illegal dog fighting ring uncovered in Lalitpur. Investigation ongoing.,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #145,Adoption
Urgent help needed for injured stray puppy #3828,Help
Report: Suspected poisoning of stray animals in Biratnagar. Authorities notified.,Illegal Activities
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Local butcher illegally killed a street dog. Action needed in Butwal!,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
Animal abuse recorded on street cam 🚨,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2330,Illegal Activities
Urgent help needed for injured stray puppy #8268,Help
Free rabies vaccination for street dogs in Pokhara this weekend #9103,Vaccination
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Urgent help needed for injured stray puppy #9420,Help
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Puppy crying in pain at Biratnagar. Please help!,Help
Vaccination campaign for street dogs happening at Itahari on this weekend.,Vaccination
Urgent help needed for injured stray puppy #1916,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1871,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2415,Vaccination
Join us for a community pet vaccination event in Pokhara.,Vaccination
Cruel treatment of animals reported near Butwal. Raise your voice!,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3891,Vaccination
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
Looking to adopt a cute Persian? Meet Max at Itahari.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5751,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #8913,Adoption
Urgent help needed for injured stray puppy #5476,Help
Cruel treatment of animals reported near Lalitpur. Raise your voice!,Illegal Activities
Urgent help needed for injured stray puppy #7432,Help
Urgent help needed for injured stray puppy #8344,Help
Looking to adopt a cute German Shepherd? Meet Bella at Kathmandu.,Adoption
Local butcher illegally killed a street dog. Action needed! #1138,Illegal Activities
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Urgent help needed for injured stray puppy #4716,Help
Protect our strays: vaccination camp at Dharan this July 15th.,Vaccination
Friendly Stray named Charlie available for adoption in Biratnagar.,Adoption
Illegal dog fighting ring uncovered in Lalitpur. Investigation ongoing.,Illegal Activities
Protect our strays: vaccination camp at Dharan this July 15th.,Vaccination
Poachers selling stray dogs in market,Illegal Activities
Cat available 4 adoption after rescue n treatment,Adoption
Illegal dog fighting ring uncovered in Lalitpur. Investigation ongoing.,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #6127,Vaccination
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Cruel treatment of animals reported near Lalitpur. Raise your voice!,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Kathmandu!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9362,Illegal Activities
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Rescued dog needs surgery nd foster home ASAP!,Help
Local butcher illegally killed a street dog. Action needed! #2686,Illegal Activities
Free rabies vaccination drive for stray animals at Bhaktapur on this weekend.,Vaccination
Vaccination campaign for street dogs happening at Lalitpur on Tuesday.,Vaccination
Local butcher illegally killed a street dog. Action needed! #9522,Illegal Activities
Protect our strays: vaccination camp at Lalitpur this August 1st.,Vaccination
Rescued dog needs surgery nd foster home ASAP!,Help
Looking to adopt a 2-month-old vaccinated kitten #2265,Adoption
Looking to adopt a 2-month-old vaccinated kitten #1421,Adoption
Wounded animal lying on the road at Biratnagar. Volunteers needed urgently!,Help
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2329,Adoption
Abandoned kitten found in Itahari. Looking for a foster home.,Help
"Meet Simba, a lovable German Shepherd looking for a forever home in Butwal.",Adoption
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Friendly Persian named Max available for adoption in Kathmandu.,Adoption
Local butcher illegally killed a street dog. Action needed! #382,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #7826,Illegal Activities
"Meet Charlie, a lovable Beagle looking for a forever home in Pokhara.",Adoption
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Looking to adopt a 2-month-old vaccinated kitten #8073,Adoption
Free rabies vaccination drive for stray animals at Dharan on Monday.,Vaccination
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Urgent help needed for injured stray puppy #8880,Help
Urgent help needed for injured stray puppy #5096,Help
Looking to adopt a cute German Shepherd? Meet Simba at Butwal.,Adoption
Urgent help needed for injured stray puppy #6724,Help
Urgent help needed for injured stray puppy #8792,Help
Cruel treatment of animals reported near Butwal. Raise your voice!,Illegal Activities
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6163,Vaccination
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Looking to adopt a 2-month-old vaccinated kitten #9169,Adoption
Protect our strays: vaccination camp at Kathmandu this Tuesday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #699,Vaccination
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Urgent help needed for injured stray puppy #7396,Help
Cat available 4 adoption after rescue n treatment,Adoption
Friendly Persian named Simba available for adoption in Itahari.,Adoption
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Cat already vaccinated but needs checkup again,Vaccination
Injured stray dog spotted near Biratnagar. Immediate assistance needed!,Help
Looking to adopt a 2-month-old vaccinated kitten #6669,Adoption
Urgent help needed for injured stray puppy #8752,Help
Protect our strays: vaccination camp at Dharan this August 1st.,Vaccination
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #5463,Vaccination
"Meet Coco, a lovable Persian looking for a forever home in Bhaktapur.",Adoption
Illegal dog fighting ring uncovered in Biratnagar. Investigation ongoing.,Illegal Activities
Puppy crying in pain at Lalitpur. Please help!,Help
Looking to adopt a 2-month-old vaccinated kitten #5901,Adoption
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Local butcher illegally killed a street dog. Action needed! #754,Illegal Activities
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Animal abuse recorded on street cam 🚨,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #123,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #3711,Vaccination
Friendly Labrador named Simba available for adoption in Dharan.,Adoption
Puppy crying in pain at Lalitpur. Please help!,Help
Looking to adopt a 2-month-old vaccinated kitten #8877,Adoption
"Meet Max, a lovable Labrador looking for a forever home in Kathmandu.",Adoption
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Local butcher illegally killed a street dog. Action needed! #526,Illegal Activities
Urgent help needed for injured stray puppy #5836,Help
Urgent help needed for injured stray puppy #60,Help
Urgent help needed for injured stray puppy #4788,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2075,Vaccination
"Stray pup got first vaccinashun, next due nxt month",Vaccination
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Looking to adopt a 2-month-old vaccinated kitten #4109,Adoption
Vaccination campaign for street dogs happening at Butwal on Tuesday.,Vaccination
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #9201,Adoption
Rescued dog needs surgery nd foster home ASAP!,Help
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Free rabies vaccination drive for stray animals at Butwal on August 1st.,Vaccination
Report: Suspected poisoning of stray animals in Biratnagar. Authorities notified.,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2345,Adoption
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Protect our strays: vaccination camp at Kathmandu this Tuesday.,Vaccination
Animal abuse recorded on street cam 🚨,Illegal Activities
Puppy crying in pain at Pokhara. Please help!,Help
Urgent help needed for injured stray puppy #4484,Help
"Meet Luna, a lovable German Shepherd looking for a forever home in Pokhara.",Adoption
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Injured stray dog spotted near Butwal. Immediate assistance needed!,Help
Urgent help needed for injured stray puppy #756,Help
"Stray cat hurt badly, ppl plz hlp 🙏",Help
"Meet Max, a lovable German Shepherd looking for a forever home in Bhaktapur.",Adoption
Local butcher illegally killed a street dog. Action needed in Kathmandu!,Illegal Activities
Urgent help needed for injured stray puppy #8188,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7091,Vaccination
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Cruel treatment of animals reported near Bhaktapur. Raise your voice!,Illegal Activities
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Urgent help needed for injured stray puppy #6456,Help
Local butcher illegally killed a street dog. Action needed! #4210,Illegal Activities
Join us for a community pet vaccination event in Biratnagar.,Vaccination
Urgent help needed for injured stray puppy #2640,Help
Urgent help needed for injured stray puppy #4052,Help
Free rabies vaccination for street dogs in Pokhara this weekend #3031,Vaccination
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Bhaktapur!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #793,Adoption
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
Looking to adopt a 2-month-old vaccinated kitten #7625,Adoption
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
Looking to adopt a 2-month-old vaccinated kitten #8733,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1543,Vaccination
Friendly Persian named Simba available for adoption in Biratnagar.,Adoption
Local butcher illegally killed a street dog. Action needed! #4114,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7727,Vaccination
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
Cruel treatment of animals reported near Lalitpur. Raise your voice!,Illegal Activities
Urgent help needed for injured stray puppy #7484,Help
Free rabies vaccination drive for stray animals at Butwal on August 1st.,Vaccination
Join us for a community pet vaccination event in Bhaktapur.,Vaccination
Injured stray dog spotted near Dharan. Immediate assistance needed!,Help
Local butcher illegally killed a street dog. Action needed! #6014,Illegal Activities
Adopt Coco and give them the loving family they deserve.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1695,Vaccination
Join us for a community pet vaccination event in Pokhara.,Vaccination
Urgent help needed for injured stray puppy #6336,Help
Urgent help needed for injured stray puppy #4996,Help
Local butcher illegally killed a street dog. Action needed! #7014,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7633,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9563,Vaccination
Local butcher illegally killed a street dog. Action needed! #6866,Illegal Activities
Join us for a community pet vaccination event in Bhaktapur.,Vaccination
Looking to adopt a cute Stray? Meet Simba at Pokhara.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6035,Vaccination
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Poachers selling stray dogs in market,Illegal Activities
Looking to adopt a cute German Shepherd? Meet Bella at Butwal.,Adoption
Illegal dog fighting ring uncovered in Bhaktapur. Investigation ongoing.,Illegal Activities
Adopt Max and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed in Biratnagar!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2337,Adoption
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Injured stray dog spotted near Butwal. Immediate assistance needed!,Help
"Meet Bella, a lovable Labrador looking for a forever home in Pokhara.",Adoption
Urgent help needed for injured stray puppy #7456,Help
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Protect our strays: vaccination camp at Dharan this this weekend.,Vaccination
Local butcher illegally killed a street dog. Action needed in Bhaktapur!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #617,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6393,Adoption
Adopt Charlie and give them the loving family they deserve.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9481,Adoption
Cat available 4 adoption after rescue n treatment,Adoption
Puppy crying in pain at Biratnagar. Please help!,Help
Local butcher illegally killed a street dog. Action needed! #5222,Illegal Activities
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Looking to adopt a 2-month-old vaccinated kitten #3673,Adoption
Protect our strays: vaccination camp at Pokhara this this weekend.,Vaccination
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Vaccination campaign for street dogs happening at Biratnagar on Monday.,Vaccination
Puppy crying in pain at Lalitpur. Please help!,Help
Looking to adopt a 2-month-old vaccinated kitten #2149,Adoption
Free rabies vaccination drive for stray animals at Lalitpur on this weekend.,Vaccination
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Report: Suspected poisoning of stray animals in Bhaktapur. Authorities notified.,Illegal Activities
Vaccination campaign for street dogs happening at Itahari on Tuesday.,Vaccination
Urgent help needed for injured stray puppy #5600,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8743,Vaccination
"Meet Bella, a lovable German Shepherd looking for a forever home in Dharan.",Adoption
Report: Suspected poisoning of stray animals in Itahari. Authorities notified.,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5945,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1371,Vaccination
Local butcher illegally killed a street dog. Action needed! #5710,Illegal Activities
Injured stray dog spotted near Pokhara. Immediate assistance needed!,Help
